firstname,lastname,email,date_hired,title,role_id,training_package_id,reminder_email,tags
Raja,Dejesus,test2710@crossroadstech.net,11/5/2016,orange,4,1,TRUE,"1, 6, 10"
Mark,Goodwin,test2720@crossroadstech.net,4/26/2017,red,3,1,TRUE,"1, 6, 10"
Gareth,Henderson,test2730@crossroadstech.net,7/22/2017,red,3,1,FALSE,"1, 6, 10"
Wang,Richard,test2740@crossroadstech.net,5/7/2018,green,4,1,FALSE,"1, 6, 10"
Quincy,Mcdaniel,test2750@crossroadstech.net,11/14/2017,yellow,3,1,TRUE,"1, 6, 10"
Zoe,Woods,test2760@crossroadstech.net,12/19/2016,orange,3,1,TRUE,"1, 6, 10"
Nadine,Coffey,test2770@crossroadstech.net,4/26/2018,blue,2,1,FALSE,"1, 6, 10"
Reagan,Wilder,test2780@crossroadstech.net,2/9/2018,indigo,2,1,FALSE,"1, 6, 10"
Harding,Mack,test2790@crossroadstech.net,7/31/2016,yellow,4,1,FALSE,"1, 6, 10"
Jarrod,Clay,test2800@crossroadstech.net,10/22/2016,indigo,1,1,FALSE,"1, 6, 10"
Logan,Beard,test2810@crossroadstech.net,11/17/2016,yellow,3,1,TRUE,"1, 6, 10"
Mollie,Aguirre,test2820@crossroadstech.net,2/12/2018,yellow,2,1,TRUE,"1, 6, 10"
Zorita,Francis,test2830@crossroadstech.net,11/9/2017,violet,2,1,FALSE,"1, 6, 10"
Carissa,Webb,test2840@crossroadstech.net,10/10/2016,indigo,2,1,TRUE,"1, 6, 10"
Tanek,Macdonald,test2850@crossroadstech.net,6/4/2017,green,2,1,TRUE,"1, 6, 10"
Madonna,Hayes,test2860@crossroadstech.net,9/10/2016,violet,2,1,TRUE,"1, 6, 10"
Imelda,Gardner,test2870@crossroadstech.net,7/11/2017,green,3,1,FALSE,"1, 6, 10"
Haviva,Phillips,test2880@crossroadstech.net,7/3/2016,green,1,1,FALSE,"1, 6, 10"
Noble,Sparks,test2890@crossroadstech.net,9/12/2017,red,4,1,FALSE,"1, 6, 10"
Nora,Parsons,test2900@crossroadstech.net,8/20/2017,violet,3,1,FALSE,"1, 6, 10"
Brady,Ferguson,test2910@crossroadstech.net,6/14/2018,violet,1,1,FALSE,"1, 6, 10"
Evan,Harding,test2920@crossroadstech.net,2/9/2018,orange,2,1,TRUE,"1, 6, 10"
Renee,Henson,test2930@crossroadstech.net,8/31/2016,violet,4,1,FALSE,"1, 6, 10"
Debra,Anderson,test2940@crossroadstech.net,7/24/2016,indigo,2,1,FALSE,"1, 6, 10"
Sheila,Oconnor,test2950@crossroadstech.net,10/22/2016,yellow,3,1,TRUE,"1, 6, 10"
Megan,Burnett,test2960@crossroadstech.net,11/14/2016,orange,1,1,FALSE,"1, 6, 10"
Barclay,Tate,test2970@crossroadstech.net,9/12/2016,blue,2,1,FALSE,"1, 6, 10"
Dieter,Gay,test2980@crossroadstech.net,12/29/2017,violet,4,1,FALSE,"1, 6, 10"
Jescie,Nolan,test2990@crossroadstech.net,6/4/2017,violet,4,1,TRUE,"1, 6, 10"
Edward,Galloway,test3000@crossroadstech.net,2/2/2017,blue,2,1,FALSE,"1, 6, 10"
3,34`,test3010@crossroadstech.net,sdkfas,jjj,fsasfk,1,k,"1, 6, 10"
